Dataset,Imputer Strategy,Categorical Strategy,Feature Selection,Scaler,Classifier,Fold,Fold Accuracy,Training Time,Testing Time,source_csv
analcatdata_marketing_986,simpleimputer,none,fastica,robust,QuadraticDiscriminantAnalysis(),0,0.684931506849315,0.0014278888702392,0.0001895427703857,analcatdata_marketing_986_results_QuadraticDiscriminantAnalysis().csv
analcatdata_marketing_986,simpleimputer,none,kernel_pca,minmax,QuadraticDiscriminantAnalysis(),0,0.684931506849315,0.00175142288208,0.0002355575561523,analcatdata_marketing_986_results_QuadraticDiscriminantAnalysis().csv
analcatdata_marketing_986,simpleimputer,ordinalencoder,kernel_pca,robust,QuadraticDiscriminantAnalysis(),0,0.684931506849315,0.0018069744110107,0.0002350807189941,analcatdata_marketing_986_results_QuadraticDiscriminantAnalysis().csv
analcatdata_marketing_986,simpleimputer,onehot,kernel_pca,minmax,QuadraticDiscriminantAnalysis(),0,0.684931506849315,0.0018670558929443,0.0002357959747314,analcatdata_marketing_986_results_QuadraticDiscriminantAnalysis().csv
analcatdata_marketing_986,simpleimputer,onehot,none,robust,QuadraticDiscriminantAnalysis(),0,0.684931506849315,0.0017931461334228,0.0002655982971191,analcatdata_marketing_986_results_QuadraticDiscriminantAnalysis().csv
analcatdata_marketing_986,simpleimputer,onehot,pca,robust,QuadraticDiscriminantAnalysis(),0,0.684931506849315,0.0013508796691894,0.0001921653747558,analcatdata_marketing_986_results_QuadraticDiscriminantAnalysis().csv
analcatdata_marketing_986,simpleimputer,onehot,fastica,robust,QuadraticDiscriminantAnalysis(),0,0.684931506849315,0.0013904571533203,0.0001895427703857,analcatdata_marketing_986_results_QuadraticDiscriminantAnalysis().csv
analcatdata_marketing_986,simpleimputer,onehot,none,minmax,QuadraticDiscriminantAnalysis(),0,0.684931506849315,0.0018222332000732,0.0002443790435791,analcatdata_marketing_986_results_QuadraticDiscriminantAnalysis().csv
analcatdata_marketing_986,simpleimputer,onehot,pca,minmax,QuadraticDiscriminantAnalysis(),0,0.684931506849315,0.0017659664154052,0.0002627372741699,analcatdata_marketing_986_results_QuadraticDiscriminantAnalysis().csv
analcatdata_marketing_986,simpleimputer,none,fastica,minmax,QuadraticDiscriminantAnalysis(),0,0.684931506849315,0.0015192031860351,0.0002040863037109,analcatdata_marketing_986_results_QuadraticDiscriminantAnalysis().csv
analcatdata_marketing_986,simpleimputer,none,kernel_pca,none,QuadraticDiscriminantAnalysis(),0,0.684931506849315,0.0016274452209472,0.0002667903900146,analcatdata_marketing_986_results_QuadraticDiscriminantAnalysis().csv
analcatdata_marketing_986,simpleimputer,none,pca,none,QuadraticDiscriminantAnalysis(),0,0.684931506849315,0.0017042160034179,0.0002591609954833,analcatdata_marketing_986_results_QuadraticDiscriminantAnalysis().csv
analcatdata_marketing_986,simpleimputer,ordinalencoder,none,none,QuadraticDiscriminantAnalysis(),0,0.684931506849315,0.0025050640106201,0.0012731552124023,analcatdata_marketing_986_results_QuadraticDiscriminantAnalysis().csv
badges2_1121,simpleimputer,none,pca,robust,QuadraticDiscriminantAnalysis(),2,1.0,0.0009078979492187,0.0001602172851562,badges2_1121_results_QuadraticDiscriminantAnalysis().csv
badges2_1121,simpleimputer,none,pca,robust,QuadraticDiscriminantAnalysis(),3,1.0,0.0008690357208251,0.0002038478851318,badges2_1121_results_QuadraticDiscriminantAnalysis().csv
badges2_1121,simpleimputer,none,pca,robust,QuadraticDiscriminantAnalysis(),4,1.0,0.0008473396301269,0.0001664161682128,badges2_1121_results_QuadraticDiscriminantAnalysis().csv
badges2_1121,simpleimputer,none,fastica,robust,QuadraticDiscriminantAnalysis(),0,1.0,0.0008528232574462,0.0001885890960693,badges2_1121_results_QuadraticDiscriminantAnalysis().csv
badges2_1121,simpleimputer,none,fastica,robust,QuadraticDiscriminantAnalysis(),1,1.0,0.0008563995361328,0.0001804828643798,badges2_1121_results_QuadraticDiscriminantAnalysis().csv
badges2_1121,simpleimputer,none,fastica,robust,QuadraticDiscriminantAnalysis(),2,1.0,0.000849962234497,0.0001595020294189,badges2_1121_results_QuadraticDiscriminantAnalysis().csv
badges2_1121,simpleimputer,none,fastica,robust,QuadraticDiscriminantAnalysis(),3,1.0,0.0008714199066162,0.0001797676086425,badges2_1121_results_QuadraticDiscriminantAnalysis().csv
badges2_1121,simpleimputer,none,fastica,robust,QuadraticDiscriminantAnalysis(),4,1.0,0.0009393692016601,0.0001623630523681,badges2_1121_results_QuadraticDiscriminantAnalysis().csv
badges2_1121,simpleimputer,none,nystroem,robust,QuadraticDiscriminantAnalysis(),4,1.0,0.1930017471313476,0.0004215240478515,badges2_1121_results_QuadraticDiscriminantAnalysis().csv
badges2_1121,simpleimputer,none,polynomial_features,robust,QuadraticDiscriminantAnalysis(),0,1.0,0.0997674465179443,0.0003426074981689,badges2_1121_results_QuadraticDiscriminantAnalysis().csv
badges2_1121,simpleimputer,none,polynomial_features,robust,QuadraticDiscriminantAnalysis(),1,1.0,0.075944185256958,0.0004036426544189,badges2_1121_results_QuadraticDiscriminantAnalysis().csv
badges2_1121,simpleimputer,none,polynomial_features,robust,QuadraticDiscriminantAnalysis(),2,1.0,0.067141056060791,0.0003645420074462,badges2_1121_results_QuadraticDiscriminantAnalysis().csv
badges2_1121,simpleimputer,none,polynomial_features,robust,QuadraticDiscriminantAnalysis(),3,1.0,0.0648984909057617,0.0004079341888427,badges2_1121_results_QuadraticDiscriminantAnalysis().csv
badges2_1121,simpleimputer,none,polynomial_features,robust,QuadraticDiscriminantAnalysis(),4,1.0,0.0682625770568847,0.0003840923309326,badges2_1121_results_QuadraticDiscriminantAnalysis().csv
badges2_1121,simpleimputer,none,nystroem,robust,QuadraticDiscriminantAnalysis(),0,1.0,0.2016692161560058,0.0005083084106445,badges2_1121_results_QuadraticDiscriminantAnalysis().csv
badges2_1121,simpleimputer,none,kernel_pca,robust,QuadraticDiscriminantAnalysis(),2,1.0,0.0011870861053466,0.0002157688140869,badges2_1121_results_QuadraticDiscriminantAnalysis().csv
badges2_1121,simpleimputer,none,kernel_pca,robust,QuadraticDiscriminantAnalysis(),3,1.0,0.0012369155883789,0.000241994857788,badges2_1121_results_QuadraticDiscriminantAnalysis().csv
badges2_1121,simpleimputer,none,kernel_pca,robust,QuadraticDiscriminantAnalysis(),4,1.0,0.0011806488037109,0.0001804828643798,badges2_1121_results_QuadraticDiscriminantAnalysis().csv
badges2_1121,simpleimputer,none,none,normalizer,QuadraticDiscriminantAnalysis(),0,1.0,0.0010361671447753,0.0001857280731201,badges2_1121_results_QuadraticDiscriminantAnalysis().csv
badges2_1121,simpleimputer,none,none,normalizer,QuadraticDiscriminantAnalysis(),1,1.0,0.0058901309967041,0.0003080368041992,badges2_1121_results_QuadraticDiscriminantAnalysis().csv
sensory_826,none,none,polynomial_features,minmax,QuadraticDiscriminantAnalysis(),0,0.7241379310344828,0.00616455078125,0.0004575252532958,sensory_826_results_QuadraticDiscriminantAnalysis().csv
sensory_826,simpleimputer,none,polynomial_features,minmax,QuadraticDiscriminantAnalysis(),0,0.7241379310344828,0.0062649250030517,0.0004291534423828,sensory_826_results_QuadraticDiscriminantAnalysis().csv
sensory_826,none,onehot,polynomial_features,minmax,QuadraticDiscriminantAnalysis(),0,0.7241379310344828,0.0064303874969482,0.0005197525024414,sensory_826_results_QuadraticDiscriminantAnalysis().csv
sensory_826,none,ordinalencoder,polynomial_features,minmax,QuadraticDiscriminantAnalysis(),0,0.7241379310344828,0.0064175128936767,0.0004658699035644,sensory_826_results_QuadraticDiscriminantAnalysis().csv
sensory_826,simpleimputer,ordinalencoder,polynomial_features,minmax,QuadraticDiscriminantAnalysis(),0,0.7241379310344828,0.1026308536529541,0.0005185604095458,sensory_826_results_QuadraticDiscriminantAnalysis().csv
sensory_826,simpleimputer,onehot,polynomial_features,minmax,QuadraticDiscriminantAnalysis(),0,0.7241379310344828,0.0058989524841308,0.0004045963287353,sensory_826_results_QuadraticDiscriminantAnalysis().csv
sensory_826,none,onehot,nystroem,quantile,QuadraticDiscriminantAnalysis(),1,0.7130434782608696,0.0554969310760498,0.000525951385498,sensory_826_results_QuadraticDiscriminantAnalysis().csv
sensory_826,none,none,nystroem,quantile,QuadraticDiscriminantAnalysis(),1,0.7130434782608696,0.0395953655242919,0.0005238056182861,sensory_826_results_QuadraticDiscriminantAnalysis().csv
