Dataset,Fold,Fold Accuracy,Training Time,Testing Time,Imputer Strategy_none,Imputer Strategy_simpleimputer,Categorical Strategy_none,Categorical Strategy_onehot,Categorical Strategy_ordinalencoder,Feature Selection_extra_tree,Feature Selection_fastica,Feature Selection_feature_agglomeration,Feature Selection_generic_univariate,Feature Selection_kernel_pca,Feature Selection_linear_svc,Feature Selection_none,Feature Selection_nystroem,Feature Selection_pca,Feature Selection_polynomial_features,Feature Selection_rbf_sampler,Feature Selection_select_percentile,Feature Selection_truncated_svd,Scaler_minmax,Scaler_none,Scaler_normalizer,Scaler_power,Scaler_quantile,Scaler_robust,Scaler_standard
analcatdata_creditscore_461,1,1.0,0.038539171218872,0.0019176006317138,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
analcatdata_creditscore_461,0,1.0,0.0371022224426269,0.0018045902252197,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
analcatdata_creditscore_461,1,1.0,0.0356318950653076,0.0017547607421875,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
analcatdata_creditscore_461,3,1.0,0.0376977920532226,0.0018270015716552,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
analcatdata_creditscore_461,4,1.0,0.0366308689117431,0.0019173622131347,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
analcatdata_creditscore_461,0,1.0,0.0332627296447753,0.0017945766448974,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
sa-heart_1498,2,0.7934782608695652,0.2171845436096191,0.0022113323211669,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sa-heart_1498,2,0.7934782608695652,0.2053995132446289,0.0020146369934082,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sa-heart_1498,2,0.7934782608695652,1.2652981281280518,0.0022041797637939,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sa-heart_1498,2,0.7934782608695652,0.1763033866882324,0.0019216537475585,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sa-heart_1498,2,0.7934782608695652,0.1514759063720703,0.0019032955169677,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sa-heart_1498,2,0.7934782608695652,0.1363940238952636,0.0018761157989501,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sa-heart_1498,2,0.7934782608695652,0.1749250888824463,0.0018270015716552,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sa-heart_1498,2,0.7934782608695652,0.207763671875,0.0020475387573242,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sa-heart_1498,2,0.7934782608695652,0.1953756809234619,0.0020117759704589,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sa-heart_1498,2,0.7934782608695652,0.154902696609497,0.0017387866973876,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sa-heart_1498,2,0.7934782608695652,0.1555466651916504,0.0021736621856689,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sa-heart_1498,2,0.7934782608695652,0.213113784790039,0.0020246505737304,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sa-heart_1498,2,0.7934782608695652,0.142033576965332,0.0019314289093017,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sa-heart_1498,2,0.7934782608695652,0.2045626640319824,0.0020051002502441,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sa-heart_1498,2,0.7934782608695652,0.1821293830871582,0.0018312931060791,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sa-heart_1498,2,0.7934782608695652,0.1938569545745849,0.0023467540740966,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sa-heart_1498,2,0.7934782608695652,0.1927909851074218,0.002002477645874,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sa-heart_1498,2,0.7934782608695652,0.1908304691314697,0.0017151832580566,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sa-heart_1498,1,0.7849462365591398,0.1723694801330566,0.0018036365509033,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sa-heart_1498,0,0.7849462365591398,0.1800918579101562,0.0019550323486328,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
autoUniv-au6-400_1551,0,0.475,1.0489699840545654,0.0129086971282958,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
autoUniv-au6-400_1551,0,0.475,1.1137382984161377,0.0131165981292724,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
autoUniv-au6-400_1551,0,0.45,1.0281341075897217,0.0122022628784179,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
autoUniv-au6-400_1551,0,0.45,0.9845714569091796,0.0126712322235107,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
autoUniv-au6-400_1551,0,0.425,1.0430238246917725,0.0133876800537109,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
autoUniv-au6-400_1551,0,0.425,1.127279281616211,0.0156173706054687,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
autoUniv-au6-400_1551,4,0.4125,7.612688779830933,0.0170686244964599,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
autoUniv-au6-400_1551,0,0.4125,0.995002508163452,0.0147709846496582,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
autoUniv-au6-400_1551,4,0.4125,6.781570672988892,0.0136580467224121,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
autoUniv-au6-400_1551,0,0.4125,0.9814445972442628,0.0135028362274169,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
autoUniv-au6-400_1551,1,0.4,1.032245397567749,0.0128917694091796,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
autoUniv-au6-400_1551,0,0.4,1.009774923324585,0.0139498710632324,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
